학과,학번,연도,학기,과목번호,전산코드,과목명,학,교수명,졸업일자
전산학과,20072038,2007,1,PH141,20.141,일반물리학 I,3,정하웅,2015-02-13 오전 12:00:00
전산학과,20072038,2007,1,HS100,10.1,새내기세미나[DVD 음악/과학],1,이해웅,2015-02-13 오전 12:00:00
전산학과,20072038,2007,1,MAS103,25.103,고급미적분학1,3,징친,2015-02-13 오전 12:00:00
전산학과,20072038,2007,1,CH101,23.101,일반화학 I,3,뷰글라스,2015-02-13 오전 12:00:00
전산학과,20072038,2007,1,PH151,20.151,일반물리학실험Ⅰ,1,김수용,2015-02-13 오전 12:00:00
전산학과,20072038,2007,1,CH102,23.102,일반화학실험 I,1,이효철,2015-02-13 오전 12:00:00
전산학과,20072038,2007,1,HS106,10.106,English Communication I,1,휘틀,2015-02-13 오전 12:00:00
전산학과,20072038,2007,3,PH122,20.122,기초물리학Ⅱ,3,최원호,2015-02-13 오전 12:00:00
전산학과,20072038,2007,3,CS206,36.206,데이타구조,3,김명호,2015-02-13 오전 12:00:00
전산학과,20072038,2007,3,BS110,21.11,기초생물학,3,고규영,2015-02-13 오전 12:00:00
전산학과,20072038,2007,3,HS107,10.107,English Communication II,1,위틀,2015-02-13 오전 12:00:00
전산학과,20072038,2007,3,CS101,36.101,프로그래밍기초,3,이준원,2015-02-13 오전 12:00:00
전산학과,20072038,2007,3,HS174,10.174,인성/리더십 III<해킹교실>,0, ,2015-02-13 오전 12:00:00
전산학과,20072038,2008,1,HS428,10.428,Understanding Korean Music Culture,3,변계원,2015-02-13 오전 12:00:00
전산학과,20072038,2008,1,MAS102,25.102,미적분학Ⅱ,3,김진홍,2015-02-13 오전 12:00:00
전산학과,20072038,2008,1,CS202,36.202,문제해결기법,3,좌경룡,2015-02-13 오전 12:00:00
전산학과,20072038,2008,1,CS320,36.32,프로그래밍언어,3,한태숙,2015-02-13 오전 12:00:00
전산학과,20072038,2008,1,HS103,10.103,논술,3,조보라미,2015-02-13 오전 12:00:00
전산학과,20072038,2008,3,HS125,10.125,미술사와 시각문화,3,우정아,2015-02-13 오전 12:00:00
전산학과,20072038,2008,3,CS204,36.204,이산구조,3,황규영,2015-02-13 오전 12:00:00
전산학과,20072038,2008,3,CS230,36.23,시스템프로그래밍,3,한환수,2015-02-13 오전 12:00:00
전산학과,20072038,2008,3,MAS109,25.109,선형대수학개론,3,곽시종,2015-02-13 오전 12:00:00
전산학과,20072038,2008,3,HS180,10.18,배드민턴,0,한동욱,2015-02-13 오전 12:00:00
전산학과,20072038,2008,3,HS201,10.201,English Reading & Writing,2,"조애리, 톰슨",2015-02-13 오전 12:00:00
전산학과,20072038,2009,1,CS300,36.3,알고리즘 개론,3,최성희,2015-02-13 오전 12:00:00
전산학과,20072038,2009,1,CS311,36.311,전산기조직,3,윤현수,2015-02-13 오전 12:00:00
전산학과,20072038,2009,1,CS360,36.36,데이타베이스 개론,3,황규영,2015-02-13 오전 12:00:00
전산학과,20072038,2009,1,HS156,10.156,스페인어 I,3,브레들리타타르,2015-02-13 오전 12:00:00
전산학과,20072038,2009,2,INT485,16.485,국내인턴십 프로그램(졸업연구) 3,3,오영환,2015-02-13 오전 12:00:00
전산학과,20072038,2009,3,HSS105,10.135,Logic,3,이정민,2015-02-13 오전 12:00:00
전산학과,20072038,2009,3,CS322,36.322,형식언어및오토마타,3,최광무,2015-02-13 오전 12:00:00
전산학과,20072038,2009,3,CS489,36.489,컴퓨터윤리와사회문제,3,김진형,2015-02-13 오전 12:00:00
전산학과,20072038,2009,3,BiS232,41.232,바이오데이터구조,3,이광형,2015-02-13 오전 12:00:00
전산학과,20072038,2010,1,CS441,36.441,전산망개론,3,문수복,2015-02-13 오전 12:00:00
전산학과,20072038,2010,1,MSB316,42.316,거시경제학,3,채수찬,2015-02-13 오전 12:00:00
전산학과,20072038,2010,1,HSS159,10.144,Introduction to Economics,3,오동훈,2015-02-13 오전 12:00:00
전산학과,20072038,2010,1,HSS330,10.311,Topics in Science and Technology  Studies<한의학의 이해>,3,신동원,2015-02-13 오전 12:00:00
전산학과,20072038,2011,1,HSS115,10.115,한국 근대의 재발견,3,전봉관,2015-02-13 오전 12:00:00
전산학과,20072038,2011,1,HSS111,10.298,한국근현대사,3,고동환,2015-02-13 오전 12:00:00
전산학과,20072038,2011,1,CS420,36.42,컴파일러설계,3,한동수,2015-02-13 오전 12:00:00
전산학과,20072038,2011,1,HSS042,10.182,테니스,0,이우형,2015-02-13 오전 12:00:00
전산학과,20072038,2011,1,MAS201,25.201,응용미분방정식,3,임미경,2015-02-13 오전 12:00:00
전산학과,20072038,2011,1,CS408,36.408,전산학 프로젝트,3,김명철,2015-02-13 오전 12:00:00
전산학과,20072038,2011,1,BS120,21.12,일반생물학,3,임대식,2015-02-13 오전 12:00:00
전산학과,20072038,2014,3,HSS307,10.307,한국현대정치사,3,이용마,2015-02-13 오전 12:00:00
전산학과,20072038,2014,3,HSS309,10.309,근현대 서양 지성사,3,마이클박,2015-02-13 오전 12:00:00
전산학과,20072038,2014,3,HSS116,10.367,Understanding of American Culture,3,최숙희,2015-02-13 오전 12:00:00
전산학과,20072038,2014,3,HSS142,13.138,Civilizations and Belief Systems,3,마이클박,2015-02-13 오전 12:00:00
전산학과,20072038,2014,3,CS330,36.33,운영체제 및 실험,4,송준화,2015-02-13 오전 12:00:00
전산학과,20072038,2014,3,CS470,36.47,인공지능개론,3,최호진,2015-02-13 오전 12:00:00
전산학과,20072038,2014,3,HSS060,10.172,인성/리더십 I<7H 리더십>,0,최태웅,2015-02-13 오전 12:00:00
전산학과,20072247,2007,1,HS100,10.1,새내기세미나[거대분자의 세상],1,김상율,2014-08-22 오전 12:00:00
전산학과,20072247,2007,1,HS125,10.125,미술사와 시각문화,3,우정아,2014-08-22 오전 12:00:00
전산학과,20072247,2007,1,PH141,20.141,일반물리학 I,3,신성철,2014-08-22 오전 12:00:00
전산학과,20072247,2007,1,MAS103,25.103,고급미적분학1,3,징친,2014-08-22 오전 12:00:00
전산학과,20072247,2007,1,HS106,10.106,English Communication I,1,호간,2014-08-22 오전 12:00:00
전산학과,20072247,2007,1,CH102,23.102,일반화학실험 I,1,이효철,2014-08-22 오전 12:00:00
전산학과,20072247,2007,1,CS101,36.101,프로그래밍기초,3,이준원,2014-08-22 오전 12:00:00
전산학과,20072247,2007,1,PH151,20.151,일반물리학실험Ⅰ,1,김은성,2014-08-22 오전 12:00:00
전산학과,20072247,2007,3,HS145,10.145,심리학개론,3,김정훈,2014-08-22 오전 12:00:00
전산학과,20072247,2007,3,BS120,21.12,일반생물학,3,최길주,2014-08-22 오전 12:00:00
전산학과,20072247,2007,3,PH142,20.142,일반 물리학 II,3,안재욱,2014-08-22 오전 12:00:00
전산학과,20072247,2007,3,CH103,23.103,일반화학Ⅱ,3,이효철,2014-08-22 오전 12:00:00
전산학과,20072247,2007,3,HS172,10.172,인성/리더십 I<피닉스 리더십훈련>,0,성태현,2014-08-22 오전 12:00:00
전산학과,20072247,2007,3,MAS102,25.102,미적분학Ⅱ,3,징친,2014-08-22 오전 12:00:00
전산학과,20072247,2007,3,HS107,10.107,English Communication II,1,고든,2014-08-22 오전 12:00:00
전산학과,20072247,2007,3,HS174,10.174,인성/리더십 III<해킹교실>,0, ,2014-08-22 오전 12:00:00
전산학과,20072247,2008,1,BS209,21.209,분자생물학,3,강창원,2014-08-22 오전 12:00:00
전산학과,20072247,2008,1,CS206,36.206,데이타구조,3,정지원,2014-08-22 오전 12:00:00
전산학과,20072247,2008,1,HS103,10.103,논술,3,이상경,2014-08-22 오전 12:00:00
전산학과,20072247,2008,1,CH221,23.221,유기화학 I,3,이희윤,2014-08-22 오전 12:00:00
전산학과,20072247,2008,1,HS182,10.182,테니스,0,김호묵,2014-08-22 오전 12:00:00
전산학과,20072247,2008,2,MAS101,25.101,미적분학 I,3,곽도영,2014-08-22 오전 12:00:00
전산학과,20072247,2008,3,BS200,21.2,생화학실험,3,이대엽,2014-08-22 오전 12:00:00
전산학과,20072247,2008,3,CS202,36.202,문제해결기법,3,좌경룡,2014-08-22 오전 12:00:00
전산학과,20072247,2008,3,CS204,36.204,이산구조,3,황규영,2014-08-22 오전 12:00:00
전산학과,20072247,2008,3,CS300,36.3,알고리즘,3,신성용,2014-08-22 오전 12:00:00
전산학과,20072247,2008,3,HS201,10.201,English Reading & Writing,2,"김영희, 데클란퍼스램",2014-08-22 오전 12:00:00
전산학과,20072247,2009,1,HS134,10.134,철학개론,3,박우석,2014-08-22 오전 12:00:00
전산학과,20072247,2009,1,BS205,21.205,생화학 I,3,서연수,2014-08-22 오전 12:00:00
전산학과,20072247,2009,1,BS209,21.209,분자생물학,3,한용만,2014-08-22 오전 12:00:00
전산학과,20072247,2009,1,MAS201,25.201,응용미분방정식,3,서동엽,2014-08-22 오전 12:00:00
전산학과,20072247,2009,1,URP495,8.495,URP(학부생연구참여)(A)<학부생연구참여 (A)>,3,김동섭,2014-08-22 오전 12:00:00
전산학과,20072247,2009,2,HSS194,10.171,리더십훈련,1,Staff 이름작성,2014-08-22 오전 12:00:00
전산학과,20072247,2009,2,HS332,10.332,Topics in Philosophy<Philosophy of Mathematics>,3,박우석,2014-08-22 오전 12:00:00
전산학과,20072247,2009,2,HS341,10.341,"Special Topics in Social Sciences<Vision, Brain and Art>",3,김정훈,2014-08-22 오전 12:00:00
전산학과,20072247,2009,3,HSS196,10.19,운동과 건강,3,임재형,2014-08-22 오전 12:00:00
전산학과,20072247,2009,3,BS322,21.322,생명공학,3,이균민,2014-08-22 오전 12:00:00
전산학과,20072247,2009,3,CS230,36.23,시스템프로그래밍,3,김대영,2014-08-22 오전 12:00:00
전산학과,20072247,2009,3,CS360,36.36,데이타베이스 개론,3,김명호,2014-08-22 오전 12:00:00
전산학과,20072247,2009,3,CS492,36.492,전산학특강<생물정보공학   >,3,이관수,2014-08-22 오전 12:00:00
전산학과,20072247,2012,3,CS322,36.322,형식언어및오토마타,3,최광무,2014-08-22 오전 12:00:00
전산학과,20072247,2012,3,CS489,36.489,컴퓨터윤리와사회문제,3,김진형,2014-08-22 오전 12:00:00
전산학과,20072247,2012,3,CS408,36.408,전산학 프로젝트,3,백종문,2014-08-22 오전 12:00:00
전산학과,20072247,2012,3,CS490,36.49,졸업연구,3,신성용,2014-08-22 오전 12:00:00
전산학과,20072247,2012,3,HSS041,10.181,수영,0,김철웅,2014-08-22 오전 12:00:00
전산학과,20072247,2012,3,HSS362,10.321,Special Lectures on Art<사랑의 담론>,3,한보희,2014-08-22 오전 12:00:00
전산학과,20072247,2013,3,HSS211,10.256,English Structure and Grammar,3,손근원,2014-08-22 오전 12:00:00
전산학과,20072247,2013,3,CH101,23.101,일반화학 I,3,뷰글라스,2014-08-22 오전 12:00:00
전산학과,20072247,2013,3,CS311,36.311,전산기조직,3,김동준,2014-08-22 오전 12:00:00
전산학과,20072247,2013,3,CS330,36.33,운영체제 및 실험,4,신인식,2014-08-22 오전 12:00:00
전산학과,20072247,2013,3,MAS109,25.109,선형대수학개론,3,아난담,2014-08-22 오전 12:00:00
전산학과,20072247,2013,4,CS495,36.495,개별연구,1,문수복,2014-08-22 오전 12:00:00
전산학과,20072247,2014,1,CS320,36.32,프로그래밍언어,3,류석영,2014-08-22 오전 12:00:00
전산학과,20072247,2014,1,CS492,36.492,전산학특강<동시성 프로그램의 이해>,3,"김문주, 허재혁",2014-08-22 오전 12:00:00
전산학과,20072331,2007,1,CS101,36.101,프로그래밍기초,3,차성덕,2014-08-22 오전 12:00:00
전산학과,20072331,2007,1,HS100,10.1,새내기세미나[프로그래밍은 무엇인가?],1,최광무,2014-08-22 오전 12:00:00
전산학과,20072331,2007,1,HS172,10.172,인성/리더십 I<7H 리더십훈련>,0,이석휘,2014-08-22 오전 12:00:00
전산학과,20072331,2007,1,PH141,20.141,일반물리학 I,3,공홍진,2014-08-22 오전 12:00:00
전산학과,20072331,2007,1,CH101,23.101,일반화학 I,3,김진백,2014-08-22 오전 12:00:00
전산학과,20072331,2007,1,CH102,23.102,일반화학실험 I,1,이효철,2014-08-22 오전 12:00:00
전산학과,20072331,2007,1,MAS101,25.101,미적분학 I,3,고기형,2014-08-22 오전 12:00:00
전산학과,20072331,2007,1,PH151,20.151,일반물리학실험Ⅰ,1,민경욱,2014-08-22 오전 12:00:00
전산학과,20072331,2007,1,HS106,10.106,English Communication I,1,고든,2014-08-22 오전 12:00:00
전산학과,20072331,2007,3,HS145,10.145,심리학개론,3,김정훈,2014-08-22 오전 12:00:00
전산학과,20072331,2007,3,HS183,10.183,농구,0,한승진,2014-08-22 오전 12:00:00
전산학과,20072331,2007,3,PH142,20.142,일반 물리학 II,3,이해웅,2014-08-22 오전 12:00:00
전산학과,20072331,2007,3,BS110,21.11,기초생물학,3,한용만,2014-08-22 오전 12:00:00
전산학과,20072331,2007,3,MAS102,25.102,미적분학Ⅱ,3,곽도영,2014-08-22 오전 12:00:00
전산학과,20072331,2007,3,HS172,10.172,인성/리더십 I<피닉스 리더십훈련>,0,성태현,2014-08-22 오전 12:00:00
전산학과,20072331,2007,3,MAS109,25.109,선형대수학개론,3,징친,2014-08-22 오전 12:00:00
전산학과,20072331,2007,3,HS174,10.174,인성/리더십 III<태권도 기초과정>,0, ,2014-08-22 오전 12:00:00
전산학과,20072331,2007,3,HS107,10.107,English Communication II,1,고든,2014-08-22 오전 12:00:00
전산학과,20072331,2008,1,CS204,36.204,이산구조,3,박종철,2014-08-22 오전 12:00:00
전산학과,20072331,2008,1,CS206,36.206,데이타구조,3,정지원,2014-08-22 오전 12:00:00
전산학과,20072331,2008,1,BiS200,41.2,바이오정보전자개론,3,"남윤기, 이도헌, 정기훈",2014-08-22 오전 12:00:00
전산학과,20072331,2008,1,HS311,10.311,과학기술학특강<환경의 이해>,3,정혜경,2014-08-22 오전 12:00:00
전산학과,20072331,2008,1,HS103,10.103,논술,3,전봉관,2014-08-22 오전 12:00:00
전산학과,20072331,2008,3,HS211,10.211,과학기술과 윤리,3,백영경,2014-08-22 오전 12:00:00
전산학과,20072331,2008,3,CS202,36.202,문제해결기법,3,좌경룡,2014-08-22 오전 12:00:00
전산학과,20072331,2008,3,CS230,36.23,시스템프로그래밍,3,한환수,2014-08-22 오전 12:00:00
전산학과,20072331,2008,3,BiS232,41.232,바이오데이터구조<바이오 데이터구조>,3,"김동섭, 이광형",2014-08-22 오전 12:00:00
전산학과,20072331,2008,3,HS201,10.201,English Reading & Writing,2,"김영희, 필립조던",2014-08-22 오전 12:00:00
전산학과,20072331,2009,1,HS332,10.332,철학특강[Hilbert and Axiomatic Method],3,박우석,2014-08-22 오전 12:00:00
전산학과,20072331,2009,1,CS300,36.3,알고리즘 개론,3,최성희,2014-08-22 오전 12:00:00
전산학과,20072331,2009,1,CS311,36.311,전산기조직,3,윤현수,2014-08-22 오전 12:00:00
전산학과,20072331,2009,1,BiS331,41.331,바이오컴퓨터공학,3,이도헌,2014-08-22 오전 12:00:00
전산학과,20072331,2009,3,HSS110,10.297,한국문화사,3,고동환,2014-08-22 오전 12:00:00
전산학과,20072331,2009,3,IE200,31.2,OR개론,3,김세헌,2014-08-22 오전 12:00:00
전산학과,20072331,2009,3,CS360,36.36,데이타베이스 개론,3,김명호,2014-08-22 오전 12:00:00
전산학과,20072331,2009,3,BS120,21.12,일반생물학,3,조경옥,2014-08-22 오전 12:00:00
전산학과,20072331,2010,1,CS211,36.211,디지탈시스템 및 실험,4,맹승렬,2014-08-22 오전 12:00:00
전산학과,20072331,2010,1,CS320,36.32,프로그래밍언어,3,한태숙,2014-08-22 오전 12:00:00
전산학과,20072331,2010,1,HSS330,10.311,Topics in Science and Technology  Studies<한의학의 이해>,3,신동원,2014-08-22 오전 12:00:00
전산학과,20072331,2010,1,CS408,36.408,전산학 프로젝트,3,강성원,2014-08-22 오전 12:00:00
전산학과,20072331,2010,2,INT485,16.485,국내인턴십 프로그램(졸업연구) III,3,강성원,2014-08-22 오전 12:00:00
전산학과,20072331,2010,3,HSS280,10.126,Understanding World Music,3,변계원,2014-08-22 오전 12:00:00
전산학과,20072331,2010,3,HSS398,10.372,English Conversation,2,톰슨,2014-08-22 오전 12:00:00
전산학과,20072331,2010,3,CS322,36.322,형식언어및오토마타,3,정지원,2014-08-22 오전 12:00:00
전산학과,20072331,2010,3,CS330,36.33,운영체제 및 실험,4,신인식,2014-08-22 오전 12:00:00
전산학과,20072331,2010,3,HSS159,10.144,Introduction to Economics,3,오동훈,2014-08-22 오전 12:00:00
전산학과,20072331,2011,3,HSS265,10.221,한국시 다시읽기,3,전봉관,2014-08-22 오전 12:00:00
전산학과,20072331,2011,3,HSS111,10.298,한국근현대사,3,고동환,2014-08-22 오전 12:00:00
전산학과,20072331,2011,3,HSS303,10.331,한국사 특강<고려와 조선의 정치사상을 중심으로>,3,김학준,2014-08-22 오전 12:00:00
전산학과,20072331,2011,3,HSS398,10.372,English Conversation,2,위틀,2014-08-22 오전 12:00:00
전산학과,20072331,2011,3,CS330,36.33,운영체제 및 실험,4,송준화,2014-08-22 오전 12:00:00
전산학과,20072331,2012,1,HSS112,10.231,한국사상사,3,이희중,2014-08-22 오전 12:00:00
전산학과,20072331,2012,1,CS372,36.372,파이썬을 통한 자연언어처리,3,박종철,2014-08-22 오전 12:00:00
전산학과,20072331,2012,1,HSS042,10.182,테니스,0,이우형,2014-08-22 오전 12:00:00
전산학과,20072331,2012,1,CS492,36.492,전산학특강<햅틱스개론>,3,"박진아, 김정",2014-08-22 오전 12:00:00
전산학과,20072501,2007,1,PH141,20.141,일반물리학 I,3,정하웅,2014-02-21 오전 12:00:00
전산학과,20072501,2007,1,BS110,21.11,기초생물학,3,강계원,2014-02-21 오전 12:00:00
전산학과,20072501,2007,1,CH101,23.101,일반화학 I,3,이효철,2014-02-21 오전 12:00:00
전산학과,20072501,2007,1,HS100,10.1,새내기세미나[정보디스플레이 기술],1,최경철,2014-02-21 오전 12:00:00
전산학과,20072501,2007,1,PH151,20.151,일반물리학실험Ⅰ,1,정하웅,2014-02-21 오전 12:00:00
전산학과,20072501,2007,1,CH102,23.102,일반화학실험 I,1,이효철,2014-02-21 오전 12:00:00
전산학과,20072501,2007,1,MAS103,25.103,고급미적분학1,3,징친,2014-02-21 오전 12:00:00
전산학과,20072501,2007,1,HS172,10.172,인성/리더십 I<피닉스 리더십훈련>,0,성태현,2014-02-21 오전 12:00:00
전산학과,20072501,2007,1,HS106,10.106,English Communication I,1,셔벨,2014-02-21 오전 12:00:00
전산학과,20072501,2007,3,CS206,36.206,데이타구조,3,김명호,2014-02-21 오전 12:00:00
전산학과,20072501,2007,3,MAS109,25.109,선형대수학개론,3,김진홍,2014-02-21 오전 12:00:00
전산학과,20072501,2007,3,MAS104,25.104,고급미적분학 II,3,진교택,2014-02-21 오전 12:00:00
전산학과,20072501,2007,3,PH142,20.142,일반 물리학 II,3,정하웅,2014-02-21 오전 12:00:00
전산학과,20072501,2007,3,CS101,36.101,프로그래밍기초,3,이준원,2014-02-21 오전 12:00:00
전산학과,20072501,2007,3,HS174,10.174,인성/리더십 III<해킹교실>,0, ,2014-02-21 오전 12:00:00
전산학과,20072501,2008,1,EE209,35.209,전기공학을 위한 프로그래밍,3,김탁곤,2014-02-21 오전 12:00:00
전산학과,20072501,2008,1,CS320,36.32,프로그래밍언어,3,한태숙,2014-02-21 오전 12:00:00
전산학과,20072501,2008,1,CS350,36.35,소프트웨어 공학 개론,3,김문주,2014-02-21 오전 12:00:00
전산학과,20072501,2008,1,CS311,36.311,전산기조직,3,윤현수,2014-02-21 오전 12:00:00
전산학과,20072501,2008,1,HS103,10.103,논술,3,조보라미,2014-02-21 오전 12:00:00
전산학과,20072501,2008,3,IE261,31.261,산업공학정보기술,3,신하용,2014-02-21 오전 12:00:00
전산학과,20072501,2008,3,CS202,36.202,문제해결기법,3,좌경룡,2014-02-21 오전 12:00:00
전산학과,20072501,2008,3,CS204,36.204,이산구조,3,황규영,2014-02-21 오전 12:00:00
전산학과,20072501,2008,3,CS322,36.322,형식언어및오토마타,3,최광무,2014-02-21 오전 12:00:00
전산학과,20072501,2008,3,CS330,36.33,운영체제 및 실험,4,이준원,2014-02-21 오전 12:00:00
전산학과,20072501,2008,3,HS107,10.107,English Communication II,1,톰슨,2014-02-21 오전 12:00:00
전산학과,20072501,2011,1,CS300,36.3,알고리즘 개론,3,최성희,2014-02-21 오전 12:00:00
전산학과,20072501,2011,1,CS380,36.38,컴퓨터 그래픽스 개론,4,윤성의,2014-02-21 오전 12:00:00
전산학과,20072501,2011,1,CS402,36.402,전산논리학개론,3,김문주,2014-02-21 오전 12:00:00
전산학과,20072501,2011,1,CS410,36.41,VLSI설계개론,3,김동준,2014-02-21 오전 12:00:00
전산학과,20072501,2011,1,CS495,36.495,개별연구,1,김동준,2014-02-21 오전 12:00:00
전산학과,20072501,2011,1,CS492,36.492,전산학특강<데이터 분석 기법>,3,차미영,2014-02-21 오전 12:00:00
전산학과,20072501,2011,1,HSS021,10.201,Critical Thinking in English,2,"조애리, 호간",2014-02-21 오전 12:00:00
전산학과,20072501,2011,3,MAS212,25.212,선형대수학,3,한상근,2014-02-21 오전 12:00:00
전산학과,20072501,2011,3,MAS270,25.27,논리 및 집합,3,최서영,2014-02-21 오전 12:00:00
전산학과,20072501,2011,3,CS230,36.23,시스템프로그래밍,3,김동준,2014-02-21 오전 12:00:00
전산학과,20072501,2011,3,MAS250,25.25,확률및통계,3,길이만,2014-02-21 오전 12:00:00
전산학과,20072501,2011,3,CS492,36.492,전산학특강<병렬 컴퓨팅>,3,허재혁,2014-02-21 오전 12:00:00
전산학과,20072501,2011,3,CS495,36.495,개별연구,1,김동준,2014-02-21 오전 12:00:00
전산학과,20072501,2013,1,HSS244,10.14,Understanding Globalization,3,박현석,2014-02-21 오전 12:00:00
전산학과,20072501,2013,1,HSS304,10.333,Special issues in History<Modern European and American Intellectual Hostory>,3,마이클박,2014-02-21 오전 12:00:00
전산학과,20072501,2013,1,HSS155,13.115,Introduction to Mass Communication,3,제임스,2014-02-21 오전 12:00:00
전산학과,20072501,2013,1,HSS405,13.14,Logic and Artificial Intelligence,3,박우석,2014-02-21 오전 12:00:00
전산학과,20072501,2013,1,HSS046,10.186,골프,0,조승현,2014-02-21 오전 12:00:00
전산학과,20072501,2013,1,HSS332,10.341,Special Topics in Social Sciences<디지털정부와 민주주의>,3,김국태,2014-02-21 오전 12:00:00
전산학과,20072501,2013,2,HSS105,10.135,Logic,3,박우석,2014-02-21 오전 12:00:00
전산학과,20072501,2013,2,HSS041,10.181,수영,0,맹혁주,2014-02-21 오전 12:00:00
전산학과,20072501,2013,2,INT485,16.485,국내인턴십 프로그램(졸업연구) III,3,윤성의,2014-02-21 오전 12:00:00
전산학과,20072501,2013,3,HSS111,10.298,한국근현대사,3,고동환,2014-02-21 오전 12:00:00
전산학과,20072501,2013,3,HSS307,10.307,한국현대정치사,3,김학준,2014-02-21 오전 12:00:00
전산학과,20072501,2013,3,CS360,36.36,데이타베이스 개론,3,황규영,2014-02-21 오전 12:00:00
전산학과,20072501,2013,3,CS470,36.47,인공지능개론,3,김기응,2014-02-21 오전 12:00:00
전산학과,20072501,2013,3,CS408,36.408,전산학 프로젝트,3,이흥규,2014-02-21 오전 12:00:00
전산학과,20072619,2007,1,BS120,21.12,일반생물학,3,김은준,2014-02-21 오전 12:00:00
전산학과,20072619,2007,1,MAS109,25.109,선형대수학개론,3,고기형,2014-02-21 오전 12:00:00
전산학과,20072619,2007,1,HS148,10.148,법과 과학기술,3,차동욱,2014-02-21 오전 12:00:00
전산학과,20072619,2007,1,HS100,10.1,새내기세미나[불교와 과학기술],1,한순흥,2014-02-21 오전 12:00:00
전산학과,20072619,2007,1,MAS101,25.101,미적분학 I,3,미후타호프,2014-02-21 오전 12:00:00
전산학과,20072619,2007,2,CS101,36.101,프로그래밍기초,3,"차성덕, 한태숙",2014-02-21 오전 12:00:00
전산학과,20072619,2007,3,HS145,10.145,심리학개론,3,김정훈,2014-02-21 오전 12:00:00
전산학과,20072619,2007,3,PH122,20.122,기초물리학Ⅱ,3,최원호,2014-02-21 오전 12:00:00
전산학과,20072619,2007,3,BiS232,41.232,바이오데이터구조,3,"이광형, 이도헌",2014-02-21 오전 12:00:00
전산학과,20072619,2007,3,HS126,10.126,Understanding World Music,3,변계원,2014-02-21 오전 12:00:00
전산학과,20072619,2007,3,HS321,10.321,예술학특강<Modern European Culture>,3,"노영해, 김대륜, 우정아",2014-02-21 오전 12:00:00
전산학과,20072619,2007,3,HS186,10.186,골프,0,김호묵,2014-02-21 오전 12:00:00
전산학과,20072619,2007,3,HS172,10.172,인성/리더십 I<7H 리더십훈련>,0,최태웅,2014-02-21 오전 12:00:00
전산학과,20072619,2007,3,HS107,10.107,English Communication II,1,셔벨,2014-02-21 오전 12:00:00
전산학과,20072619,2008,1,PH121,20.121,기초물리학 I,3,이해웅,2014-02-21 오전 12:00:00
전산학과,20072619,2008,1,MAS102,25.102,미적분학Ⅱ,3,김진홍,2014-02-21 오전 12:00:00
전산학과,20072619,2008,1,CS206,36.206,데이타구조,3,정지원,2014-02-21 오전 12:00:00
전산학과,20072619,2008,1,BEP440,42.44,벤처기업관련법과 사례분석,3,최영익,2014-02-21 오전 12:00:00
전산학과,20072619,2008,1,HS201,10.201,English Reading & Writing,2,"조애리, 써리지",2014-02-21 오전 12:00:00
전산학과,20072619,2008,3,CS202,36.202,문제해결기법,3,좌경룡,2014-02-21 오전 12:00:00
전산학과,20072619,2008,3,CS204,36.204,이산구조,3,황규영,2014-02-21 오전 12:00:00
전산학과,20072619,2008,3,CS230,36.23,시스템프로그래밍,3,한환수,2014-02-21 오전 12:00:00
전산학과,20072619,2008,3,MAS250,25.25,확률및통계,3,길이만,2014-02-21 오전 12:00:00
전산학과,20072619,2008,3,HS173,10.173,인성/리더십 II<커뮤니케이션>,0,Staff 이름작성,2014-02-21 오전 12:00:00
전산학과,20072619,2008,3,PH122,20.122,기초물리학Ⅱ,3,조용훈,2014-02-21 오전 12:00:00
전산학과,20072619,2011,1,STP483,19.483,과학기술정책 사례연구,3,"이헌규, 김병구",2014-02-21 오전 12:00:00
전산학과,20072619,2011,1,CS211,36.211,디지탈시스템 및 실험,4,맹승렬,2014-02-21 오전 12:00:00
전산학과,20072619,2011,1,CS311,36.311,전산기조직,3,허재혁,2014-02-21 오전 12:00:00
전산학과,20072619,2011,1,CS320,36.32,프로그래밍언어,3,류석영,2014-02-21 오전 12:00:00
전산학과,20072619,2011,1,MAS241,25.241,해석학 I,4,단자프란,2014-02-21 오전 12:00:00
전산학과,20072619,2011,3,HSS164,10.164,영화의 이해,3,윤현정,2014-02-21 오전 12:00:00
전산학과,20072619,2011,3,HSS004,10.276,창의적 글쓰기,3,전봉관,2014-02-21 오전 12:00:00
전산학과,20072619,2011,3,CS330,36.33,운영체제 및 실험,4,송준화,2014-02-21 오전 12:00:00
전산학과,20072619,2011,3,CS494,36.494,"전산학특강 II<Technology, Culture and Ventures>",2,"이도헌, 김정주",2014-02-21 오전 12:00:00
전산학과,20072619,2011,3,CS300,36.3,알고리즘 개론,3,신성용,2014-02-21 오전 12:00:00
전산학과,20072619,2012,1,HSS303,10.331,한국사 특강<고려와 조선의 정치사상을 중심으로>,3,김학준,2014-02-21 오전 12:00:00
전산학과,20072619,2012,1,CS360,36.36,데이타베이스 개론,3,정진완,2014-02-21 오전 12:00:00
전산학과,20072619,2012,1,CS372,36.372,파이썬을 통한 자연언어처리,3,박종철,2014-02-21 오전 12:00:00
전산학과,20072619,2012,1,CS380,36.38,컴퓨터 그래픽스 개론,4,윤성의,2014-02-21 오전 12:00:00
전산학과,20072619,2012,1,HSS041,10.181,수영,0,김철웅,2014-02-21 오전 12:00:00
